IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
155.248.160.83,8080,8080,false,HKG,Asia Pacific,Hong Kong,148,2.12
168.138.197.222,2053,2053,true,HKG,Asia Pacific,Hong Kong,205,2.10
158.179.183.2,2095,2095,false,SIN,Asia Pacific,Singapore,167,2.07
140.238.62.12,2053,2053,true,NRT,Asia Pacific,Tokyo,109,2.06
152.70.107.26,2052,2052,false,LAX,North America,Los Angeles,187,2.05
132.145.123.143,2087,2087,true,HKG,Asia Pacific,Hong Kong,147,2.05
151.145.70.28,2052,2052,false,HKG,Asia Pacific,Hong Kong,149,2.04
132.145.123.112,8443,8443,true,HKG,Asia Pacific,Hong Kong,146,2.04
168.138.196.237,80,80,false,HKG,Asia Pacific,Hong Kong,143,2.03
155.248.163.133,2082,2082,false,NRT,Asia Pacific,Tokyo,81,2.02
140.238.52.141,2083,2083,true,HKG,Asia Pacific,Hong Kong,143,1.98
155.248.169.71,80,80,false,HKG,Asia Pacific,Hong Kong,143,1.94
168.138.200.159,2086,2086,false,HKG,Asia Pacific,Hong Kong,143,1.93
151.145.70.28,2083,2083,true,HKG,Asia Pacific,Hong Kong,176,1.92
158.179.178.142,8443,8443,true,NRT,Asia Pacific,Tokyo,115,1.88
158.101.142.200,8443,443,true,NRT,Asia Pacific,Tokyo,80,1.87
158.101.139.42,2082,2082,false,SIN,Asia Pacific,Singapore,154,1.86
140.238.33.94,2087,2087,true,NRT,Asia Pacific,Tokyo,78,1.86
158.179.180.109,8443,8443,true,HKG,Asia Pacific,Hong Kong,226,1.83
151.145.69.105,2083,2083,true,HKG,Asia Pacific,Hong Kong,132,1.83
151.145.70.28,8880,8880,false,HKG,Asia Pacific,Hong Kong,148,1.82
158.101.175.51,8443,443,true,FRA,Europe,Frankfurt,201,1.82
168.138.208.164,8880,8880,false,HKG,Asia Pacific,Hong Kong,158,1.82
140.238.32.184,2053,2053,true,NRT,Asia Pacific,Tokyo,122,1.81
168.138.202.145,2052,2052,false,NRT,Asia Pacific,Tokyo,82,1.80
138.2.6.252,80,80,false,SIN,Asia Pacific,Singapore,161,1.78
138.3.208.9,8443,8443,true,NRT,Asia Pacific,Tokyo,134,1.78
130.162.229.42,2053,443,true,FRA,Europe,Frankfurt,177,1.76
158.101.140.252,8080,8080,false,LAX,North America,Los Angeles,196,1.75
158.101.142.103,2053,2053,true,HKG,Asia Pacific,Hong Kong,146,1.73
158.179.180.233,2095,2095,false,NRT,Asia Pacific,Tokyo,89,1.70
155.248.163.133,2086,2086,false,HKG,Asia Pacific,Hong Kong,145,1.69
150.230.105.179,80,80,false,HKG,Asia Pacific,Hong Kong,154,1.69
158.179.178.142,2053,2053,true,NRT,Asia Pacific,Tokyo,168,1.69
158.101.169.13,8443,443,true,FRA,Europe,Frankfurt,235,1.68
141.147.40.44,2053,443,true,FRA,Europe,Frankfurt,191,1.67
140.238.61.78,2087,2087,true,HKG,Asia Pacific,Hong Kong,148,1.62
158.179.180.233,2053,2053,true,NRT,Asia Pacific,Tokyo,113,1.62
138.2.6.252,2083,2083,true,HKG,Asia Pacific,Hong Kong,169,1.61
138.3.254.39,443,443,true,FRA,Europe,Frankfurt,320,1.60
140.238.32.238,2096,2096,true,HKG,Asia Pacific,Hong Kong,148,1.58
140.238.60.71,2083,0,true,NRT,Asia Pacific,Tokyo,94,1.57
158.179.180.109,2087,2087,true,HKG,Asia Pacific,Hong Kong,145,1.57
158.179.178.142,2095,2095,false,NRT,Asia Pacific,Tokyo,76,1.55
138.3.222.204,8880,8880,false,HKG,Asia Pacific,Hong Kong,150,1.55
158.179.183.2,2083,2083,true,HKG,Asia Pacific,Hong Kong,179,1.54
151.145.64.170,8080,8080,false,HKG,Asia Pacific,Hong Kong,159,1.54
132.145.123.112,2052,2052,false,HKG,Asia Pacific,Hong Kong,148,1.47
158.101.149.122,2083,2083,true,SIN,Asia Pacific,Singapore,179,1.46
158.179.180.233,2087,2087,true,NRT,Asia Pacific,Tokyo,119,1.42
155.248.180.57,2082,2082,false,HKG,Asia Pacific,Hong Kong,153,1.42
132.145.124.198,2053,2053,true,HKG,Asia Pacific,Hong Kong,154,1.40
152.70.98.174,2095,2095,false,HKG,Asia Pacific,Hong Kong,143,1.39
151.145.64.170,2082,2082,false,HKG,Asia Pacific,Hong Kong,145,1.39
158.179.178.142,2096,2096,true,NRT,Asia Pacific,Tokyo,95,1.37
150.230.105.179,2083,2083,true,HKG,Asia Pacific,Hong Kong,175,1.36
158.179.183.2,2096,2096,true,HKG,Asia Pacific,Hong Kong,165,1.34
158.179.176.239,2053,2053,true,HKG,Asia Pacific,Hong Kong,205,1.33
140.238.39.33,8443,8443,true,HKG,Asia Pacific,Hong Kong,149,1.32
151.145.69.174,2083,2083,true,HKG,Asia Pacific,Hong Kong,142,1.31
192.9.157.76,443,8443,true,SJC,North America,San Jose,182,1.30
158.101.140.252,2095,2095,false,HKG,Asia Pacific,Hong Kong,150,1.30
150.230.105.179,2082,2082,false,HKG,Asia Pacific,Hong Kong,140,1.30
155.248.168.251,2052,2052,false,HKG,Asia Pacific,Hong Kong,140,1.29
155.248.163.133,8080,8080,false,HKG,Asia Pacific,Hong Kong,154,1.29
150.230.105.179,8880,8880,false,HKG,Asia Pacific,Hong Kong,143,1.27
150.230.217.63,2095,2095,false,HKG,Asia Pacific,Hong Kong,156,1.26
155.248.187.37,8080,8080,false,HKG,Asia Pacific,Hong Kong,140,1.24
151.145.64.170,8880,8880,false,HKG,Asia Pacific,Hong Kong,195,1.24
155.248.162.160,2087,2087,true,HKG,Asia Pacific,Hong Kong,195,1.23
140.238.36.248,2083,2083,true,HKG,Asia Pacific,Hong Kong,140,1.22
140.238.35.78,2083,2083,true,HKG,Asia Pacific,Hong Kong,149,1.22
155.248.185.38,80,80,false,HKG,Asia Pacific,Hong Kong,141,1.21
158.179.178.145,2053,2053,true,NRT,Asia Pacific,Tokyo,135,1.21
155.248.163.133,2087,2087,true,SIN,Asia Pacific,Singapore,150,1.21
158.101.140.252,2096,2096,true,HKG,Asia Pacific,Hong Kong,168,1.21
138.2.137.89,443,443,true,FRA,Europe,Frankfurt,194,1.20
155.248.163.133,2053,2053,true,HKG,Asia Pacific,Hong Kong,179,1.20
140.238.35.138,2053,2053,true,HKG,Asia Pacific,Hong Kong,142,1.19
140.238.52.141,8443,8443,true,HKG,Asia Pacific,Hong Kong,145,1.18
168.138.205.195,2082,2082,false,NRT,Asia Pacific,Tokyo,90,1.17
140.238.35.195,2087,2087,true,HKG,Asia Pacific,Hong Kong,153,1.17
146.56.133.140,2083,80,false,HKG,Asia Pacific,Hong Kong,72,1.16
132.145.123.238,2082,2082,false,HKG,Asia Pacific,Hong Kong,148,1.15
168.138.212.40,8880,8880,false,HKG,Asia Pacific,Hong Kong,142,1.14
140.238.59.255,2083,2083,true,HKG,Asia Pacific,Hong Kong,226,1.12
158.179.178.145,2087,2087,true,NRT,Asia Pacific,Tokyo,113,1.10
155.248.163.133,2096,2096,true,HKG,Asia Pacific,Hong Kong,164,1.10
140.238.44.118,2053,2053,true,HKG,Asia Pacific,Hong Kong,203,1.10
155.248.163.133,2052,2052,false,HKG,Asia Pacific,Hong Kong,140,1.09
138.2.75.236,80,0,false,SIN,Asia Pacific,Singapore,19,1.09
150.230.105.179,2095,2095,false,HKG,Asia Pacific,Hong Kong,210,1.08
140.238.51.89,2083,2083,true,SIN,Asia Pacific,Singapore,183,1.07
138.2.6.252,2086,2086,false,NRT,Asia Pacific,Tokyo,78,1.07
140.238.61.78,2096,2096,true,HKG,Asia Pacific,Hong Kong,157,1.07
158.179.176.239,2096,2096,true,NRT,Asia Pacific,Tokyo,80,1.05
140.238.36.248,2087,2087,true,HKG,Asia Pacific,Hong Kong,152,1.04
140.238.54.182,2053,2053,true,NRT,Asia Pacific,Tokyo,88,1.04
158.179.180.233,2096,2096,true,NRT,Asia Pacific,Tokyo,96,1.03
140.238.36.248,2053,2053,true,NRT,Asia Pacific,Tokyo,95,1.03
155.248.163.133,8443,8443,true,HKG,Asia Pacific,Hong Kong,144,1.01
158.179.181.107,2053,2053,true,HKG,Asia Pacific,Hong Kong,166,1.00
150.230.105.179,2052,2052,false,HKG,Asia Pacific,Hong Kong,146,0.98
151.145.64.170,2053,2053,true,HKG,Asia Pacific,Hong Kong,150,0.98
158.101.158.251,80,80,false,LAX,North America,Los Angeles,195,0.97
132.145.124.198,2096,2096,true,HKG,Asia Pacific,Hong Kong,144,0.96
138.2.6.252,2052,2052,false,HKG,Asia Pacific,Hong Kong,142,0.96
158.101.92.156,8443,8443,true,HKG,Asia Pacific,Hong Kong,197,0.96
158.179.178.145,8443,8443,true,NRT,Asia Pacific,Tokyo,106,0.92
158.101.140.252,2053,2053,true,HKG,Asia Pacific,Hong Kong,188,0.91
150.230.105.179,2087,2087,true,HKG,Asia Pacific,Hong Kong,203,0.90
158.179.176.239,2083,2083,true,HKG,Asia Pacific,Hong Kong,159,0.87
138.2.6.252,2096,2096,true,HKG,Asia Pacific,Hong Kong,170,0.86
155.248.163.133,2095,2095,false,HKG,Asia Pacific,Hong Kong,141,0.84
140.238.39.21,2053,2053,true,HKG,Asia Pacific,Hong Kong,146,0.83
168.138.194.121,8443,8443,true,HKG,Asia Pacific,Hong Kong,171,0.83
158.101.140.252,8880,8880,false,HKG,Asia Pacific,Hong Kong,150,0.82
158.101.152.221,8880,8880,false,HKG,Asia Pacific,Hong Kong,140,0.81
152.70.99.187,2082,2082,false,HKG,Asia Pacific,Hong Kong,138,0.81
152.70.102.124,2096,2096,true,HKG,Asia Pacific,Hong Kong,136,0.78
140.238.48.97,2087,2087,true,HKG,Asia Pacific,Hong Kong,156,0.78
151.145.64.170,80,80,false,NRT,Asia Pacific,Tokyo,93,0.78
138.2.6.252,2087,2087,true,HKG,Asia Pacific,Hong Kong,176,0.77
138.3.215.11,80,80,false,HKG,Asia Pacific,Hong Kong,135,0.77
138.2.6.252,2053,2053,true,HKG,Asia Pacific,Hong Kong,172,0.76
132.145.123.238,8880,8880,false,HKG,Asia Pacific,Hong Kong,146,0.76
158.101.137.74,2083,2083,true,HKG,Asia Pacific,Hong Kong,165,0.75
158.101.92.156,2083,2083,true,HKG,Asia Pacific,Hong Kong,149,0.75
155.248.180.103,8880,8880,false,HKG,Asia Pacific,Hong Kong,154,0.73
152.70.102.124,2086,2086,false,HKG,Asia Pacific,Hong Kong,133,0.71
158.179.180.109,2095,2095,false,SIN,Asia Pacific,Singapore,156,0.70
140.238.34.208,2096,2096,true,HKG,Asia Pacific,Hong Kong,171,0.70
158.101.92.156,2095,2095,false,HKG,Asia Pacific,Hong Kong,147,0.69
155.248.187.37,2095,2095,false,HKG,Asia Pacific,Hong Kong,153,0.68
132.145.123.238,2086,2086,false,SIN,Asia Pacific,Singapore,171,0.64
152.70.98.174,2052,2052,false,SIN,Asia Pacific,Singapore,160,0.62
151.145.64.170,2086,2086,false,HKG,Asia Pacific,Hong Kong,139,0.61
158.101.137.74,2086,2086,false,HKG,Asia Pacific,Hong Kong,143,0.61
158.179.178.145,2082,2082,false,NRT,Asia Pacific,Tokyo,91,0.61
158.179.181.107,2096,2096,true,HKG,Asia Pacific,Hong Kong,234,0.60
168.138.206.236,2052,2052,false,HKG,Asia Pacific,Hong Kong,157,0.60
140.238.32.238,8443,8443,true,NRT,Asia Pacific,Tokyo,101,0.59
158.101.92.156,2096,2096,true,HKG,Asia Pacific,Hong Kong,141,0.59
155.248.163.133,2083,2083,true,SIN,Asia Pacific,Singapore,160,0.57
158.101.92.156,8080,8080,false,HKG,Asia Pacific,Hong Kong,152,0.57
140.238.32.112,2096,2096,true,HKG,Asia Pacific,Hong Kong,170,0.56
150.230.105.179,2086,2086,false,SIN,Asia Pacific,Singapore,149,0.55
158.101.92.156,2053,2053,true,HKG,Asia Pacific,Hong Kong,143,0.53
151.145.64.170,8443,8443,true,HKG,Asia Pacific,Hong Kong,147,0.53
158.101.158.238,2095,2095,false,HKG,Asia Pacific,Hong Kong,140,0.53
155.248.163.133,80,80,false,HKG,Asia Pacific,Hong Kong,146,0.50
158.179.183.2,8443,8443,true,NRT,Asia Pacific,Tokyo,100,0.50
158.179.181.107,8443,8443,true,HKG,Asia Pacific,Hong Kong,175,0.48
158.179.181.107,2082,2082,false,SIN,Asia Pacific,Singapore,152,0.46
158.179.182.19,8880,8880,false,HKG,Asia Pacific,Hong Kong,146,0.46
158.101.140.252,2082,2082,false,HKG,Asia Pacific,Hong Kong,148,0.44
158.101.146.165,2083,2083,true,HKG,Asia Pacific,Hong Kong,155,0.43
158.179.176.239,2052,2052,false,HKG,Asia Pacific,Hong Kong,157,0.43
158.179.182.19,2096,2096,true,HKG,Asia Pacific,Hong Kong,215,0.43
155.248.160.83,2053,2053,true,LAX,North America,Los Angeles,184,0.43
168.138.213.210,2052,2052,false,HKG,Asia Pacific,Hong Kong,143,0.42
140.238.32.112,2053,2053,true,HKG,Asia Pacific,Hong Kong,142,0.41
158.101.140.252,8443,8443,true,HKG,Asia Pacific,Hong Kong,155,0.40
158.179.183.2,2087,2087,true,HKG,Asia Pacific,Hong Kong,170,0.40
168.138.185.253,2082,0,false,SIN,Asia Pacific,Singapore,3,0.38
138.2.108.118,8880,0,false,SIN,Asia Pacific,Singapore,219,0.36
138.2.108.118,8080,0,false,SIN,Asia Pacific,Singapore,165,0.36
168.138.185.253,2095,0,false,SIN,Asia Pacific,Singapore,2,0.35
152.70.102.124,8080,8080,false,HKG,Asia Pacific,Hong Kong,134,0.35
158.179.181.107,2086,2086,false,NRT,Asia Pacific,Tokyo,121,0.34
140.238.40.136,2096,2096,true,HKG,Asia Pacific,Hong Kong,140,0.34
138.2.108.118,2082,0,false,SIN,Asia Pacific,Singapore,31,0.34
140.238.32.112,2087,2087,true,SIN,Asia Pacific,Singapore,161,0.33
138.2.108.118,2095,0,false,SIN,Asia Pacific,Singapore,22,0.32
158.179.182.19,2082,2082,false,HKG,Asia Pacific,Hong Kong,187,0.31
138.2.108.118,2052,0,false,SIN,Asia Pacific,Singapore,20,0.30
168.138.185.253,8880,0,false,SIN,Asia Pacific,Singapore,2,0.30
151.145.71.127,8080,8080,false,HKG,Asia Pacific,Hong Kong,144,0.30
158.179.182.19,8080,8080,false,HKG,Asia Pacific,Hong Kong,144,0.29
158.179.180.109,8080,8080,false,HKG,Asia Pacific,Hong Kong,216,0.28
168.138.185.253,2052,0,false,SIN,Asia Pacific,Singapore,2,0.28
158.179.181.107,80,80,false,HKG,Asia Pacific,Hong Kong,152,0.26
158.101.92.156,8880,8880,false,HKG,Asia Pacific,Hong Kong,154,0.25
152.70.106.185,2052,2052,false,HKG,Asia Pacific,Hong Kong,142,0.24
158.101.92.156,2087,2087,true,HKG,Asia Pacific,Hong Kong,141,0.24
151.145.64.170,2096,2096,true,HKG,Asia Pacific,Hong Kong,233,0.21
158.101.92.156,2086,2086,false,HKG,Asia Pacific,Hong Kong,142,0.17
138.2.108.118,2083,0,true,SIN,Asia Pacific,Singapore,105,0.13
152.67.65.204,80,0,false,CDG,Europe,Paris,147,0.12
158.179.169.254,8080,0,false,ICN,Asia Pacific,Seoul,69,0.11
138.2.35.151,80,0,false,KIX,Asia Pacific,Osaka,84,0.09
168.138.185.253,2053,0,true,SIN,Asia Pacific,Singapore,18,0.08
150.230.6.128,80,0,false,KIX,Asia Pacific,Osaka,80,0.08
138.2.108.118,80,0,false,SIN,Asia Pacific,Singapore,25,0.07
168.138.185.253,80,0,false,SIN,Asia Pacific,Singapore,2,0.07
158.179.184.144,80,0,false,NRT,Asia Pacific,Tokyo,73,0.07
150.230.217.29,80,0,false,NRT,Asia Pacific,Tokyo,81,0.07
151.145.65.108,80,0,false,NRT,Asia Pacific,Tokyo,77,0.07
158.101.136.128,80,0,false,NRT,Asia Pacific,Tokyo,78,0.07
138.3.222.50,80,0,false,NRT,Asia Pacific,Tokyo,90,0.07
138.3.216.181,80,0,false,NRT,Asia Pacific,Tokyo,81,0.07
150.230.105.183,80,0,false,NRT,Asia Pacific,Tokyo,82,0.07
138.2.26.80,80,0,false,NRT,Asia Pacific,Tokyo,75,0.07
152.70.117.255,80,0,false,SJC,North America,San Jose,189,0.07
155.248.177.90,80,0,false,NRT,Asia Pacific,Tokyo,79,0.06
150.230.108.82,80,0,false,NRT,Asia Pacific,Tokyo,121,0.06
132.145.123.6,80,0,false,NRT,Asia Pacific,Tokyo,77,0.06
150.230.213.65,80,0,false,NRT,Asia Pacific,Tokyo,88,0.06
138.2.234.238,80,0,false,SJC,North America,San Jose,188,0.06
138.2.6.248,80,0,false,NRT,Asia Pacific,Tokyo,75,0.06
158.101.93.200,80,0,false,NRT,Asia Pacific,Tokyo,86,0.06
152.70.102.142,80,0,false,NRT,Asia Pacific,Tokyo,81,0.06
155.248.162.233,80,0,false,NRT,Asia Pacific,Tokyo,76,0.06
138.2.11.227,80,0,false,NRT,Asia Pacific,Tokyo,78,0.06
158.101.136.221,80,0,false,NRT,Asia Pacific,Tokyo,133,0.06
89.168.37.47,80,0,false,CDG,Europe,Paris,178,0.06
129.213.150.205,80,80,false,IAD,North America,Ashburn,229,0.06
150.230.108.82,2082,0,false,NRT,Asia Pacific,Tokyo,80,0.05
155.248.162.233,8080,0,false,NRT,Asia Pacific,Tokyo,79,0.05
150.230.213.65,8080,0,false,NRT,Asia Pacific,Tokyo,91,0.05
138.3.216.181,2086,0,false,NRT,Asia Pacific,Tokyo,80,0.05
138.3.244.36,80,0,false,FRA,Europe,Frankfurt,167,0.05
150.230.105.183,8880,0,false,NRT,Asia Pacific,Tokyo,83,0.05
132.145.123.6,2082,0,false,NRT,Asia Pacific,Tokyo,88,0.05
158.101.93.200,2086,0,false,NRT,Asia Pacific,Tokyo,75,0.05
150.230.213.65,2082,0,false,NRT,Asia Pacific,Tokyo,81,0.05
132.145.123.6,8880,0,false,NRT,Asia Pacific,Tokyo,75,0.05
138.3.216.181,2052,0,false,NRT,Asia Pacific,Tokyo,73,0.05
158.179.184.144,2082,0,false,NRT,Asia Pacific,Tokyo,79,0.05
138.2.27.113,2086,0,false,NRT,Asia Pacific,Tokyo,83,0.05
152.70.102.142,8080,0,false,NRT,Asia Pacific,Tokyo,81,0.05
150.230.105.183,2086,0,false,NRT,Asia Pacific,Tokyo,77,0.05
155.248.177.90,8080,0,false,NRT,Asia Pacific,Tokyo,78,0.05
150.230.213.65,2086,0,false,NRT,Asia Pacific,Tokyo,79,0.05
138.2.26.80,8880,0,false,NRT,Asia Pacific,Tokyo,79,0.05
132.145.127.203,8443,443,true,NRT,Asia Pacific,Tokyo,78,0.05
150.230.217.29,8080,0,false,NRT,Asia Pacific,Tokyo,79,0.05
138.2.27.113,8080,0,false,NRT,Asia Pacific,Tokyo,77,0.05
138.2.11.227,8080,0,false,NRT,Asia Pacific,Tokyo,84,0.05
138.2.6.248,2082,0,false,NRT,Asia Pacific,Tokyo,80,0.05
40.233.85.79,80,0,false,YYZ,North America,Toronto,225,0.05
152.70.102.142,2082,0,false,NRT,Asia Pacific,Tokyo,78,0.05
138.3.222.50,8080,0,false,NRT,Asia Pacific,Tokyo,80,0.05
155.248.177.90,2086,0,false,NRT,Asia Pacific,Tokyo,122,0.05
158.101.136.128,2095,0,false,NRT,Asia Pacific,Tokyo,81,0.05
138.2.11.227,2086,0,false,NRT,Asia Pacific,Tokyo,77,0.05
150.230.217.29,2052,0,false,NRT,Asia Pacific,Tokyo,74,0.05
158.101.136.128,2052,0,false,NRT,Asia Pacific,Tokyo,83,0.05
158.179.184.144,8880,0,false,NRT,Asia Pacific,Tokyo,93,0.05
158.101.93.200,2095,0,false,NRT,Asia Pacific,Tokyo,80,0.05
152.70.102.142,2095,0,false,NRT,Asia Pacific,Tokyo,82,0.05
132.145.123.6,2052,0,false,NRT,Asia Pacific,Tokyo,89,0.05
151.145.65.108,8080,0,false,NRT,Asia Pacific,Tokyo,91,0.05
138.2.19.154,8880,0,false,NRT,Asia Pacific,Tokyo,91,0.05
138.2.27.113,2052,0,false,NRT,Asia Pacific,Tokyo,73,0.05
158.101.136.221,2095,0,false,NRT,Asia Pacific,Tokyo,76,0.05
158.101.136.221,2052,0,false,NRT,Asia Pacific,Tokyo,85,0.05
138.3.216.181,2095,0,false,NRT,Asia Pacific,Tokyo,89,0.05
152.70.102.142,2086,0,false,NRT,Asia Pacific,Tokyo,76,0.05
158.101.136.128,8880,0,false,NRT,Asia Pacific,Tokyo,93,0.05
138.3.222.50,2095,0,false,NRT,Asia Pacific,Tokyo,78,0.05
138.3.216.181,8080,0,false,NRT,Asia Pacific,Tokyo,81,0.05
151.145.65.108,2086,0,false,NRT,Asia Pacific,Tokyo,85,0.05
138.2.19.154,2086,0,false,NRT,Asia Pacific,Tokyo,88,0.05
150.230.105.183,2095,0,false,NRT,Asia Pacific,Tokyo,78,0.05
138.2.14.77,2082,0,false,NRT,Asia Pacific,Tokyo,80,0.05
155.248.177.90,8880,0,false,NRT,Asia Pacific,Tokyo,85,0.05
138.2.14.77,8880,0,false,NRT,Asia Pacific,Tokyo,79,0.05
152.70.102.142,2052,0,false,NRT,Asia Pacific,Tokyo,75,0.05
150.230.105.183,8080,0,false,NRT,Asia Pacific,Tokyo,91,0.05
158.101.136.221,2082,0,false,NRT,Asia Pacific,Tokyo,84,0.05
158.101.136.128,2086,0,false,NRT,Asia Pacific,Tokyo,82,0.05
138.3.222.50,2082,0,false,NRT,Asia Pacific,Tokyo,88,0.05
138.3.222.50,8880,0,false,NRT,Asia Pacific,Tokyo,79,0.05
158.179.184.144,2095,0,false,NRT,Asia Pacific,Tokyo,86,0.05
158.179.184.144,2052,0,false,NRT,Asia Pacific,Tokyo,77,0.05
138.2.19.154,2052,0,false,NRT,Asia Pacific,Tokyo,77,0.05
138.3.222.50,2052,0,false,NRT,Asia Pacific,Tokyo,83,0.05
132.145.127.203,2053,443,true,NRT,Asia Pacific,Tokyo,80,0.05
150.230.108.82,2052,0,false,NRT,Asia Pacific,Tokyo,79,0.05
138.3.216.181,8880,0,false,NRT,Asia Pacific,Tokyo,79,0.05
151.145.65.108,2082,0,false,NRT,Asia Pacific,Tokyo,80,0.05
138.2.19.154,2082,0,false,NRT,Asia Pacific,Tokyo,89,0.05
150.230.105.183,2082,0,false,NRT,Asia Pacific,Tokyo,76,0.05
138.2.6.248,2052,0,false,NRT,Asia Pacific,Tokyo,80,0.05
152.70.102.142,8880,0,false,NRT,Asia Pacific,Tokyo,79,0.05
158.101.136.221,2086,0,false,NRT,Asia Pacific,Tokyo,77,0.05
151.145.65.108,2052,0,false,NRT,Asia Pacific,Tokyo,131,0.05
155.248.162.233,2095,0,false,NRT,Asia Pacific,Tokyo,95,0.05
138.2.26.80,8080,0,false,NRT,Asia Pacific,Tokyo,80,0.05
138.2.11.227,2095,0,false,NRT,Asia Pacific,Tokyo,120,0.05
132.145.123.6,2086,0,false,NRT,Asia Pacific,Tokyo,79,0.05
158.101.136.128,8080,0,false,NRT,Asia Pacific,Tokyo,90,0.05
138.3.216.181,2082,0,false,NRT,Asia Pacific,Tokyo,79,0.05
158.101.136.128,2082,0,false,NRT,Asia Pacific,Tokyo,81,0.05
138.2.6.248,2095,0,false,NRT,Asia Pacific,Tokyo,95,0.05
138.2.14.77,2095,0,false,NRT,Asia Pacific,Tokyo,79,0.05
158.101.93.200,8080,0,false,NRT,Asia Pacific,Tokyo,82,0.05
155.248.162.233,2052,0,false,NRT,Asia Pacific,Tokyo,83,0.05
168.138.203.39,8880,0,false,NRT,Asia Pacific,Tokyo,132,0.05
155.248.162.233,2082,0,false,NRT,Asia Pacific,Tokyo,77,0.05
138.2.27.113,8880,0,false,NRT,Asia Pacific,Tokyo,88,0.05
132.145.123.6,8080,0,false,NRT,Asia Pacific,Tokyo,77,0.05
150.230.108.82,2086,0,false,NRT,Asia Pacific,Tokyo,75,0.05
150.230.108.82,8080,0,false,NRT,Asia Pacific,Tokyo,76,0.05
150.230.213.65,2095,0,false,NRT,Asia Pacific,Tokyo,75,0.05
132.145.123.6,2095,0,false,NRT,Asia Pacific,Tokyo,81,0.05
168.138.203.39,2095,0,false,NRT,Asia Pacific,Tokyo,91,0.05
138.2.19.154,8080,0,false,NRT,Asia Pacific,Tokyo,77,0.05
138.2.26.80,2095,0,false,NRT,Asia Pacific,Tokyo,79,0.04
150.230.108.82,8880,0,false,NRT,Asia Pacific,Tokyo,82,0.04
138.2.14.77,8080,0,false,NRT,Asia Pacific,Tokyo,83,0.04
138.2.27.113,2082,0,false,NRT,Asia Pacific,Tokyo,82,0.04
155.248.177.90,2095,0,false,NRT,Asia Pacific,Tokyo,127,0.04
150.230.108.82,2095,0,false,NRT,Asia Pacific,Tokyo,84,0.04
158.101.136.221,8080,0,false,NRT,Asia Pacific,Tokyo,131,0.04
168.138.203.39,2086,0,false,NRT,Asia Pacific,Tokyo,73,0.04
155.248.162.233,2086,0,false,NRT,Asia Pacific,Tokyo,89,0.04
158.179.184.144,2086,0,false,NRT,Asia Pacific,Tokyo,84,0.04
143.47.45.82,80,0,false,MAD,Europe,Madrid,151,0.04
138.2.26.80,2052,0,false,NRT,Asia Pacific,Tokyo,125,0.04
150.230.105.183,2052,0,false,NRT,Asia Pacific,Tokyo,94,0.04
158.179.184.144,8080,0,false,NRT,Asia Pacific,Tokyo,81,0.04
158.101.93.200,2052,0,false,NRT,Asia Pacific,Tokyo,82,0.04
151.145.65.108,8880,0,false,NRT,Asia Pacific,Tokyo,121,0.04
150.230.217.29,2095,0,false,NRT,Asia Pacific,Tokyo,80,0.04
138.2.11.227,2082,0,false,NRT,Asia Pacific,Tokyo,80,0.04
158.101.93.200,8880,0,false,NRT,Asia Pacific,Tokyo,78,0.04
155.248.162.233,8880,0,false,NRT,Asia Pacific,Tokyo,79,0.04
138.2.14.77,2086,0,false,NRT,Asia Pacific,Tokyo,85,0.04
151.145.65.108,2095,0,false,NRT,Asia Pacific,Tokyo,81,0.04
150.230.98.140,80,0,false,HKG,Asia Pacific,Hong Kong,78,0.04
138.3.222.50,2086,0,false,NRT,Asia Pacific,Tokyo,76,0.04
168.138.197.87,80,0,false,HKG,Asia Pacific,Hong Kong,79,0.04
155.248.177.90,2052,0,false,NRT,Asia Pacific,Tokyo,75,0.04
155.248.177.90,2082,0,false,NRT,Asia Pacific,Tokyo,87,0.04
138.2.19.154,2095,0,false,NRT,Asia Pacific,Tokyo,80,0.04
150.230.102.122,80,0,false,HKG,Asia Pacific,Hong Kong,73,0.04
150.230.217.29,2086,0,false,NRT,Asia Pacific,Tokyo,84,0.04
68.233.110.141,80,0,false,HYD,Asia Pacific,Hyderabad,44,0.04
138.2.114.218,80,0,false,ICN,Asia Pacific,Seoul,67,0.04
138.2.229.233,80,0,false,SJC,North America,San Jose,190,0.04
150.230.213.65,8880,0,false,NRT,Asia Pacific,Tokyo,81,0.04
138.2.11.227,2052,0,false,NRT,Asia Pacific,Tokyo,76,0.03
158.101.93.200,2082,0,false,NRT,Asia Pacific,Tokyo,79,0.03
150.230.217.29,2082,0,false,NRT,Asia Pacific,Tokyo,77,0.03
146.56.178.88,80,0,false,ICN,Asia Pacific,Seoul,84,0.03
84.8.141.133,80,0,false,NBO,Africa,Nairobi,297,0.03
158.101.93.200,8443,0,true,NRT,Asia Pacific,Tokyo,109,0.03
150.230.105.183,2096,0,true,NRT,Asia Pacific,Tokyo,103,0.03
138.3.216.181,2083,0,true,NRT,Asia Pacific,Tokyo,80,0.03
158.101.93.200,2096,0,true,NRT,Asia Pacific,Tokyo,111,0.03
138.2.6.248,2087,0,true,NRT,Asia Pacific,Tokyo,107,0.03
138.2.6.248,2083,0,true,NRT,Asia Pacific,Tokyo,112,0.03
